Passenger id,Survived,Pclass,Title,Last Name,First Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,,,,
582,1,1,Mrs,Thayer, John Borland (Marian Longstreth Morris),female,39,1,1,17421,110.8833,C68,C,,,,
583,0,2,Mr,Downton, William James,male,54,0,0,28403,26,,S,,,,
584,0,1,Mr,Ross, John Hugo,male,36,0,0,13049,40.125,A10,C,,,,
585,0,3,Mr,Paulner, Uscher,male,30,0,0,3411,8.7125,,C,,,,
586,1,1,Miss,Taussig, Ruth,female,18,0,2,110413,79.65,E68,S,,,,
587,0,2,Mr,Jarvis, John Denzil,male,47,0,0,237565,15,,S,,,,
588,1,1,Mr,Frolicher-Stehli, Maxmillian,male,60,1,1,13567,79.2,B41,C,,,,
589,0,3,Mr,Gilinski, Eliezer,male,22,0,0,14973,8.05,,S,,,,
590,0,3,Mr,Murdlin, Joseph,male,30,0,0,A./5. 3235,8.05,,S,,,,
591,0,3,Mr,Rintamaki, Matti,male,35,0,0,STON/O 2. 3101273,7.125,,S,,,,
592,1,1,Mrs,Stephenson, Walter Bertram (Martha Eustis),female,52,1,0,36947,78.2667,D20,C,,,,
593,0,3,Mr,Elsbury, William James,male,47,0,0,A/5 3902,7.25,,S,,,,
594,0,3,Miss,Bourke, Mary,female,30,0,2,364848,7.75,,Q,,,,
595,0,2,Mr,Chapman, John Henry,male,37,1,0,SC/AH 29037,26,,S,,,,
596,0,3,Mr,Van Impe, Jean Baptiste,male,36,1,1,345773,24.15,,S,,,,
597,1,2,Miss,Leitch, Jessie Wills,female,30,0,0,248727,33,,S,,,,
598,0,3,Mr,Johnson, Alfred,male,49,0,0,LINE,0,,S,,,,
599,0,3,Mr,Boulos, Hanna,male,30,0,0,2664,7.225,,C,,,,
600,1,1,Mr,Duff Gordon," Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,56.9292,A20,C,,,,
601,1,2,Mrs,Jacobsohn, Sidney Samuel (Amy Frances Christy),female,24,2,1,243847,27,,S,,,,
602,0,3,Mr,Slabenoff, Petco,male,30,0,0,349214,7.8958,,S,,,,
603,0,1,Mr,Harrington, Charles H,male,30,0,0,113796,42.4,,S,,,,
604,0,3,Mr,Torber, Ernst William,male,44,0,0,364511,8.05,,S,,,,
605,1,1,Mr,Homer," Harry (""Mr E Haven"")",male,35,0,0,111426,26.55,,C,,,,
606,0,3,Mr,Lindell, Edvard Bengtsson,male,36,1,0,349910,15.55,,S,,,,
607,0,3,Mr,Karaic, Milan,male,30,0,0,349246,7.8958,,S,,,,
608,1,1,Mr,Daniel, Robert Williams,male,27,0,0,113804,30.5,,S,,,,
609,1,2,Mrs,Laroche, Joseph (Juliette Marie Louise Lafargue),female,22,1,2,SC/Paris 2123,41.5792,,C,,,,
610,1,1,Miss,Shutes, Elizabeth W,female,40,0,0,PC 17582,153.4625,C125,S,,,,
611,0,3,Mrs,Andersson, Anders Johan (Alfrida Konstantia Brogren),female,39,1,5,347082,31.275,,S,,,,
612,0,3,Mr,Jardin, Jose Neto,male,30,0,0,SOTON/O.Q. 3101305,7.05,,S,,,,
613,1,3,Miss,Murphy, Margaret Jane,female,30,1,0,367230,15.5,,Q,,,,
614,0,3,Mr,Horgan, John,male,30,0,0,370377,7.75,,Q,,,,
615,0,3,Mr,Brocklebank, William Alfred,male,35,0,0,364512,8.05,,S,,,,
616,1,2,Miss,Herman, Alice,female,24,1,2,220845,65,,S,,,,
617,0,3,Mr,Danbom, Ernst Gilbert,male,34,1,1,347080,14.4,,S,,,,
618,0,3,Mrs,Lobb, William Arthur (Cordelia K Stanlick),female,26,1,0,A/5. 3336,16.1,,S,,,,
619,1,2,Miss,Becker, Marion Louise,female,4,2,1,230136,39,F4,S,,,,
620,0,2,Mr,Gavey, Lawrence,male,26,0,0,31028,10.5,,S,,,,
621,0,3,Mr,Yasbeck, Antoni,male,27,1,0,2659,14.4542,,C,,,,
622,1,1,Mr,Kimball, Edwin Nelson Jr,male,42,1,0,11753,52.5542,D19,S,,,,
623,1,3,Mr,Nakid, Sahid,male,20,1,1,2653,15.7417,,C,,,,
624,0,3,Mr,Hansen, Henry Damsgaard,male,21,0,0,350029,7.8542,,S,,,,
625,0,3,Mr,Bowen," David John ""Dai""",male,21,0,0,54636,16.1,,S,,,,
626,0,1,Mr,Sutton, Frederick,male,61,0,0,36963,32.3208,D50,S,,,,
627,0,2,Mr,Kirkland, Charles Leonard,male,57,0,0,219533,12.35,,Q,,,,
628,1,1,Miss,Longley, Gretchen Fiske,female,21,0,0,13502,77.9583,D9,S,,,,
629,0,3,Mr,Bostandyeff, Guentcho,male,26,0,0,349224,7.8958,,S,,,,
630,0,3,Mr,O'Connell, Patrick D,male,30,0,0,334912,7.7333,,Q,,,,
631,1,1,Mr,Barkworth, Algernon Henry Wilson,male,80,0,0,27042,30,A23,S,,,,
632,0,3,Mr,Lundahl, Johan Svensson,male,51,0,0,347743,7.0542,,S,,,,
633,1,1,Mr,Stahelin-Maeglin, Max,male,32,0,0,13214,30.5,B50,C,,,,
634,0,1,Mr,Parr, William Henry Marsh,male,30,0,0,112052,0,,S,,,,
635,0,3,Miss,Skoog, Mabel,female,9,3,2,347088,27.9,,S,,,,
636,1,2,Miss,Davis, Mary,female,28,0,0,237668,13,,S,,,,
637,0,3,Mr,Leinonen, Antti Gustaf,male,32,0,0,STON/O 2. 3101292,7.925,,S,,,,
638,0,2,Mr,Collyer, Harvey,male,31,1,1,C.A. 31921,26.25,,S,,,,
639,0,3,Mrs,Panula, Juha (Maria Emilia Ojala),female,41,0,5,3101295,39.6875,,S,,,,
640,0,3,Mr,Thorneycroft, Percival,male,30,1,0,376564,16.1,,S,,,,
641,0,3,Mr,Jensen, Hans Peder,male,20,0,0,350050,7.8542,,S,,,,
642,1,1,Miss,Sagesser, Emma,female,24,0,0,PC 17477,69.3,B35,C,,,,
643,0,3,Miss,Skoog, Margit Elizabeth,female,2,3,2,347088,27.9,,S,,,,
644,1,3,Mr,Foo, Choong,male,30,0,0,1601,56.4958,,S,,,,
645,1,3,Miss,Baclini, Eugenie,female,0.75,2,1,2666,19.2583,,C,,,,
646,1,1,Mr,Harper, Henry Sleeper,male,48,1,0,PC 17572,76.7292,D33,C,,,,
647,0,3,Mr,Cor, Liudevit,male,19,0,0,349231,7.8958,,S,,,,
648,1,1,Mr,Simonius-Blumer, Oberst Alfons,male,56,0,0,13213,35.5,A26,C,,,,
649,0,3,Mr,Willey, Edward,male,30,0,0,S.O./P.P. 751,7.55,,S,,,,
650,1,3,Miss,Stanley, Amy Zillah Elsie,female,23,0,0,CA. 2314,7.55,,S,,,,
651,0,3,Mr,Mitkoff, Mito,male,30,0,0,349221,7.8958,,S,,,,
652,1,2,Miss,Doling, Elsie,female,18,0,1,231919,23,,S,,,,
653,0,3,Mr,Kalvik, Johannes Halvorsen,male,21,0,0,8475,8.4333,,S,,,,
654,1,3,Miss,O'Leary," Hanora ""Norah""",female,30,0,0,330919,7.8292,,Q,,,,
655,0,3,Miss,Hegarty," Hanora ""Nora""",female,18,0,0,365226,6.75,,Q,,,,
656,0,2,Mr,Hickman, Leonard Mark,male,24,2,0,S.O.C. 14879,73.5,,S,,,,
657,0,3,Mr,Radeff, Alexander,male,30,0,0,349223,7.8958,,S,,,,
658,0,3,Mrs,Bourke, John (Catherine),female,32,1,1,364849,15.5,,Q,,,,
659,0,2,Mr,Eitemiller, George Floyd,male,23,0,0,29751,13,,S,,,,
660,0,1,Mr,Newell, Arthur Webster,male,58,0,2,35273,113.275,D48,C,,,,
661,1,1,Mr,Frauenthal, Henry William,male,50,2,0,PC 17611,133.65,,S,,,,
662,0,3,Mr,Badt, Mohamed,male,40,0,0,2623,7.225,,C,,,,
663,0,1,Mr,Colley, Edward Pomeroy,male,47,0,0,5727,25.5875,E58,S,,,,
664,0,3,Mr,Coleff, Peju,male,36,0,0,349210,7.4958,,S,,,,
665,1,3,Mr,Lindqvist, Eino William,male,20,1,0,STON/O 2. 3101285,7.925,,S,,,,
666,0,2,Mr,Hickman, Lewis,male,32,2,0,S.O.C. 14879,73.5,,S,,,,
667,0,2,Mr,Butler, Reginald Fenton,male,25,0,0,234686,13,,S,,,,
668,0,3,Mr,Rommetvedt, Knud Paust,male,30,0,0,312993,7.775,,S,,,,
669,0,3,Mr,Cook, Jacob,male,43,0,0,A/5 3536,8.05,,S,,,,
670,1,1,Mrs,Taylor, Elmer Zebley (Juliet Cummins Wright),female,30,1,0,19996,52,C126,S,,,,
671,1,2,Mrs,Brown, Thomas William Solomon (Elizabeth Catherine Ford),female,40,1,1,29750,39,,S,,,,
672,0,1,Mr,Davidson, Thornton,male,31,1,0,F.C. 12750,52,B71,S,,,,
673,0,2,Mr,Mitchell, Henry Michael,male,70,0,0,C.A. 24580,10.5,,S,,,,
674,1,2,Mr,Wilhelms, Charles,male,31,0,0,244270,13,,S,,,,
675,0,2,Mr,Watson, Ennis Hastings,male,30,0,0,239856,0,,S,,,,
676,0,3,Mr,Edvardsson, Gustaf Hjalmar,male,18,0,0,349912,7.775,,S,,,,
677,0,3,Mr,Sawyer, Frederick Charles,male,24.5,0,0,342826,8.05,,S,,,,
678,1,3,Miss,Turja, Anna Sofia,female,18,0,0,4138,9.8417,,S,,,,
679,0,3,Mrs,Goodwin, Frederick (Augusta Tyler),female,43,1,6,CA 2144,46.9,,S,,,,
680,1,1,Mr,Cardeza, Thomas Drake Martinez,male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,,,,
681,0,3,Miss,Peters, Katie,female,30,0,0,330935,8.1375,,Q,,,,
682,1,1,Mr,Hassab, Hammad,male,27,0,0,PC 17572,76.7292,D49,C,,,,
683,0,3,Mr,Olsvigen, Thor Anderson,male,20,0,0,6563,9.225,,S,,,,
684,0,3,Mr,Goodwin, Charles Edward,male,14,5,2,CA 2144,46.9,,S,,,,
685,0,2,Mr,Brown, Thomas William Solomon,male,60,1,1,29750,39,,S,,,,
686,0,2,Mr,Laroche, Joseph Philippe Lemercier,male,25,1,2,SC/Paris 2123,41.5792,,C,,,,
687,0,3,Mr,Panula, Jaako Arnold,male,14,4,1,3101295,39.6875,,S,,,,
688,0,3,Mr,Dakic, Branko,male,19,0,0,349228,10.1708,,S,,,,
689,0,3,Mr,Fischer, Eberhard Thelander,male,18,0,0,350036,7.7958,,S,,,,
690,1,1,Miss,Madill, Georgette Alexandra,female,15,0,1,24160,211.3375,B5,S,,,,
691,1,1,Mr,Dick, Albert Adrian,male,31,1,0,17474,57,B20,S,,,,
692,1,3,Miss,Karun, Manca,female,4,0,1,349256,13.4167,,C,,,,
693,1,3,Mr,Lam, Ali,male,30,0,0,1601,56.4958,,S,,,,
694,0,3,Mr,Saad, Khalil,male,25,0,0,2672,7.225,,C,,,,
695,0,1,Mr,Weir, John,male,60,0,0,113800,26.55,,S,,,,
696,0,2,Mr,Chapman, Charles Henry,male,52,0,0,248731,13.5,,S,,,,
697,0,3,Mr,Kelly, James,male,44,0,0,363592,8.05,,S,,,,
698,1,3,Miss,Mullens," Katherine ""Katie""",female,30,0,0,35852,7.7333,,Q,,,,
699,0,1,Mr,Thayer, John Borland,male,49,1,1,17421,110.8833,C68,C,,,,
700,0,3,Mr,Humblen, Adolf Mathias Nicolai Olsen,male,42,0,0,348121,7.65,F G63,S,,,,
701,1,1,Mrs,Astor, John Jacob (Madeleine Talmadge Force),female,18,1,0,PC 17757,227.525,C62 C64,C,,,,
702,1,1,Mr,Silverthorne, Spencer Victor,male,35,0,0,PC 17475,26.2875,E24,S,,,,
703,0,3,Miss,Barbara, Saiide,female,18,0,1,2691,14.4542,,C,,,,
704,0,3,Mr,Gallagher, Martin,male,25,0,0,36864,7.7417,,Q,,,,
705,0,3,Mr,Hansen, Henrik Juul,male,26,1,0,350025,7.8542,,S,,,,
706,0,2,Mr,Morley," Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,,S,,,,
707,1,2,Miss,Kelly," Florence ""Fannie""",female,45,0,0,223596,13.5,,S,,,,
708,1,1,Mr,Calderhead, Edward Pennington,male,42,0,0,PC 17476,26.2875,E24,S,,,,
709,1,1,Miss,Cleaver, Alice,female,22,0,0,113781,151.55,,S,,,,
710,1,3,Mr,Moubarek," Halim Gonios (""William George"")",male,30,1,1,2661,15.2458,,C,,,,
711,1,1,Mrs,Mayne," Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,C,,,,
712,0,1,Mr,Klaber, Herman,male,30,0,0,113028,26.55,C124,S,,,,
713,1,1,Mr,Taylor, Elmer Zebley,male,48,1,0,19996,52,C126,S,,,,
714,0,3,Mr,Larsson, August Viktor,male,29,0,0,7545,9.4833,,S,,,,
715,0,2,Mr,Greenberg, Samuel,male,52,0,0,250647,13,,S,,,,
716,0,3,Mr,Soholt, Peter Andreas Lauritz Andersen,male,19,0,0,348124,7.65,F G73,S,,,,
717,1,1,Miss,Endres, Caroline Louise,female,38,0,0,PC 17757,227.525,C45,C,,,,
718,1,2,Miss,Troutt," Edwina Celia ""Winnie""",female,27,0,0,34218,10.5,E101,S,,,,
719,0,3,Mr,McEvoy, Michael,male,30,0,0,36568,15.5,,Q,,,,
720,0,3,Mr,Johnson, Malkolm Joackim,male,33,0,0,347062,7.775,,S,,,,
721,1,2,Miss,Harper," Annie Jessie ""Nina""",female,6,0,1,248727,33,,S,,,,
722,0,3,Mr,Jensen, Svend Lauritz,male,17,1,0,350048,7.0542,,S,,,,
723,0,2,Mr,Gillespie, William Henry,male,34,0,0,12233,13,,S,,,,
724,0,2,Mr,Hodges, Henry Price,male,50,0,0,250643,13,,S,,,,
725,1,1,Mr,Chambers, Norman Campbell,male,27,1,0,113806,53.1,E8,S,,,,
726,0,3,Mr,Oreskovic, Luka,male,20,0,0,315094,8.6625,,S,,,,
727,1,2,Mrs,Renouf, Peter Henry (Lillian Jefferys),female,30,3,0,31027,21,,S,,,,
728,1,3,Miss,Mannion, Margareth,female,30,0,0,36866,7.7375,,Q,,,,
729,0,2,Mr,Bryhl, Kurt Arnold Gottfrid,male,25,1,0,236853,26,,S,,,,
730,0,3,Miss,Ilmakangas, Pieta Sofia,female,25,1,0,STON/O2. 3101271,7.925,,S,,,,
731,1,1,Miss,Allen, Elisabeth Walton,female,29,0,0,24160,211.3375,B5,S,,,,
732,0,3,Mr,Hassan, Houssein G N,male,11,0,0,2699,18.7875,,C,,,,
733,0,2,Mr,Knight, Robert J,male,30,0,0,239855,0,,S,,,,
734,0,2,Mr,Berriman, William John,male,23,0,0,28425,13,,S,,,,
735,0,2,Mr,Troupiansky, Moses Aaron,male,23,0,0,233639,13,,S,,,,
736,0,3,Mr,Williams, Leslie,male,28.5,0,0,54636,16.1,,S,,,,
737,0,3,Mrs,Ford, Edward (Margaret Ann Watson),female,48,1,3,W./C. 6608,34.375,,S,,,,
738,1,1,Mr,Lesurer, Gustave J,male,35,0,0,PC 17755,512.3292,B101,C,,,,
739,0,3,Mr,Ivanoff, Kanio,male,30,0,0,349201,7.8958,,S,,,,
740,0,3,Mr,Nankoff, Minko,male,30,0,0,349218,7.8958,,S,,,,
741,1,1,Mr,Hawksford, Walter James,male,30,0,0,16988,30,D45,S,,,,
742,0,1,Mr,Cavendish, Tyrell William,male,36,1,0,19877,78.85,C46,S,,,,
743,1,1,Miss,Ryerson," Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,,,,
744,0,3,Mr,McNamee, Neal,male,24,1,0,376566,16.1,,S,,,,
745,1,3,Mr,Stranden, Juho,male,31,0,0,STON/O 2. 3101288,7.925,,S,,,,
746,0,1,Mr,Crosby, Edward Gifford,male,70,1,1,WE/P 5735,71,B22,S,,,,
747,0,3,Mr,Abbott, Rossmore Edward,male,16,1,1,C.A. 2673,20.25,,S,,,,
748,1,2,Miss,Sinkkonen, Anna,female,30,0,0,250648,13,,S,,,,
749,0,1,Mr,Marvin, Daniel Warner,male,19,1,0,113773,53.1,D30,S,,,,
750,0,3,Mr,Connaghton, Michael,male,31,0,0,335097,7.75,,Q,,,,
751,1,2,Miss,Wells, Joan,female,4,1,1,29103,23,,S,,,,
752,1,3,Mr,Moor, Meier,male,6,0,1,392096,12.475,E121,S,,,,
753,0,3,Mr,Vande Velde, Johannes Joseph,male,33,0,0,345780,9.5,,S,,,,
754,0,3,Mr,Jonkoff, Lalio,male,23,0,0,349204,7.8958,,S,,,,
755,1,2,Mrs,Herman, Samuel (Jane Laver),female,48,1,2,220845,65,,S,,,,
756,1,2,Mr,Hamalainen, Viljo,male,0.67,1,1,250649,14.5,,S,,,,
757,0,3,Mr,Carlsson, August Sigfrid,male,28,0,0,350042,7.7958,,S,,,,
758,0,2,Mr,Bailey, Percy Andrew,male,18,0,0,29108,11.5,,S,,,,
759,0,3,Mr,Theobald, Thomas Leonard,male,34,0,0,363294,8.05,,S,,,,
760,1,1,Mrs,Rothes, of (Lucy Noel Martha Dyer-Edwards),female,33,0,0,110152,86.5,B77,S,,,,
761,0,3,Mr,Garfirth, John,male,30,0,0,358585,14.5,,S,,,,
762,0,3,Mr,Nirva, Iisakki Antino Aijo,male,41,0,0,SOTON/O2 3101272,7.125,,S,,,,
763,1,3,Mr,Barah, Hanna Assi,male,20,0,0,2663,7.2292,,C,,,,
764,1,1,Mrs,Carter, William Ernest (Lucile Polk),female,36,1,2,113760,120,B96 B98,S,,,,
765,0,3,Mr,Eklund, Hans Linus,male,16,0,0,347074,7.775,,S,,,,
766,1,1,Mrs,Hogeboom, John C (Anna Andrews),female,51,1,0,13502,77.9583,D11,S,,,,
767,0,1,Mr,Brewe, Arthur Jackson,male,30,0,0,112379,39.6,,C,,,,
768,0,3,Miss,Mangan, Mary,female,30.5,0,0,364850,7.75,,Q,,,,
769,0,3,Mr,Moran, Daniel J,male,30,1,0,371110,24.15,,Q,,,,
770,0,3,Mr,Gronnestad, Daniel Danielsen,male,32,0,0,8471,8.3625,,S,,,,
771,0,3,Mr,Lievens, Rene Aime,male,24,0,0,345781,9.5,,S,,,,
772,0,3,Mr,Jensen, Niels Peder,male,48,0,0,350047,7.8542,,S,,,,
773,0,2,Mrs,Mack, (Mary),female,57,0,0,S.O./P.P. 3,10.5,E77,S,,,,
774,0,3,Mr,Elias, Dibo,male,30,0,0,2674,7.225,,C,,,,
775,1,2,Mrs,Hocking, Elizabeth (Eliza Needs),female,54,1,3,29105,23,,S,,,,
776,0,3,Mr,Myhrman, Pehr Fabian Oliver Malkolm,male,18,0,0,347078,7.75,,S,,,,
777,0,3,Mr,Tobin, Roger,male,30,0,0,383121,7.75,F38,Q,,,,
778,1,3,Miss,Emanuel, Virginia Ethel,female,5,0,0,364516,12.475,,S,,,,
779,0,3,Mr,Kilgannon, Thomas J,male,30,0,0,36865,7.7375,,Q,,,,
780,1,1,Mrs,Robert, Edward Scott (Elisabeth Walton McMillan),female,43,0,1,24160,211.3375,B3,S,,,,
781,1,3,Miss,Ayoub, Banoura,female,13,0,0,2687,7.2292,,C,,,,
782,1,1,Mrs,Dick, Albert Adrian (Vera Gillespie),female,17,1,0,17474,57,B20,S,,,,
783,0,1,Mr,Long, Milton Clyde,male,29,0,0,113501,30,D6,S,,,,
784,0,3,Mr,Johnston, Andrew G,male,30,1,2,W./C. 6607,23.45,,S,,,,
785,0,3,Mr,Ali, William,male,25,0,0,SOTON/O.Q. 3101312,7.05,,S,,,,
786,0,3,Mr,Harmer, Abraham (David Lishin),male,25,0,0,374887,7.25,,S,,,,
787,1,3,Miss,Sjoblom, Anna Sofia,female,18,0,0,3101265,7.4958,,S,,,,
788,0,3,Mr,Rice, George Hugh,male,8,4,1,382652,29.125,,Q,,,,
789,1,3,Mr,Dean, Bertram Vere,male,1,1,2,C.A. 2315,20.575,,S,,,,
790,0,1,Mr,Guggenheim, Benjamin,male,46,0,0,PC 17593,79.2,B82 B84,C,,,,
791,0,3,Mr,Keane," Andrew ""Andy""",male,30,0,0,12460,7.75,,Q,,,,
792,0,2,Mr,Gaskell, Alfred,male,16,0,0,239865,26,,S,,,,
793,0,3,Miss,Sage, Stella Anna,female,30,8,2,CA. 2343,69.55,,S,,,,
794,0,1,Mr,Hoyt, William Fisher,male,30,0,0,PC 17600,30.6958,,C,,,,
795,0,3,Mr,Dantcheff, Ristiu,male,25,0,0,349203,7.8958,,S,,,,
796,0,2,Mr,Otter, Richard,male,39,0,0,28213,13,,S,,,,
797,1,1,Mrs,Leader, Alice (Farnham),female,49,0,0,17465,25.9292,D17,S,,,,
798,1,3,Miss,Osman, Mara,female,31,0,0,349244,8.6833,,S,,,,
799,0,3,Mr,Ibrahim Shawah, Yousseff,male,30,0,0,2685,7.2292,,C,,,,
800,0,3,Mrs,Van Impe, Jean Baptiste (Rosalie Paula Govaert),female,30,1,1,345773,24.15,,S,,,,
801,0,2,Mr,Ponesell, Martin,male,34,0,0,250647,13,,S,,,,
802,1,2,Mrs,Collyer, Harvey (Charlotte Annie Tate),female,31,1,1,C.A. 31921,26.25,,S,,,,
803,1,1,Mr,Carter, William Thornton II,male,11,1,2,113760,120,B96 B98,S,,,,
804,1,3,Mr,Thomas, Assad Alexander,male,0.42,0,1,2625,8.5167,,C,,,,
805,1,3,Mr,Hedman, Oskar Arvid,male,27,0,0,347089,6.975,,S,,,,
806,0,3,Mr,Johansson, Karl Johan,male,31,0,0,347063,7.775,,S,,,,
807,0,1,Mr,Andrews, Thomas Jr,male,39,0,0,112050,0,A36,S,,,,
808,0,3,Miss,Pettersson, Ellen Natalia,female,18,0,0,347087,7.775,,S,,,,
809,0,2,Mr,Meyer, August,male,39,0,0,248723,13,,S,,,,
810,1,1,Mrs,Chambers, Norman Campbell (Bertha Griggs),female,33,1,0,113806,53.1,E8,S,,,,
811,0,3,Mr,Alexander, William,male,26,0,0,3474,7.8875,,S,,,,
812,0,3,Mr,Lester, James,male,39,0,0,A/4 48871,24.15,,S,,,,
813,0,2,Mr,Slemen, Richard James,male,35,0,0,28206,10.5,,S,,,,
814,0,3,Miss,Andersson, Ebba Iris Alfrida,female,6,4,2,347082,31.275,,S,,,,
815,0,3,Mr,Tomlin, Ernest Portage,male,30.5,0,0,364499,8.05,,S,,,,
816,0,1,Mr,Fry, Richard,male,30,0,0,112058,0,B102,S,,,,
817,0,3,Miss,Heininen, Wendla Maria,female,23,0,0,STON/O2. 3101290,7.925,,S,,,,
818,0,2,Mr,Mallet, Albert,male,31,1,1,S.C./PARIS 2079,37.0042,,C,,,,
819,0,3,Mr,Holm, John Fredrik Alexander,male,43,0,0,C 7075,6.45,,S,,,,
820,0,3,Mr,Skoog, Karl Thorsten,male,10,3,2,347088,27.9,,S,,,,
821,1,1,Mrs,Hays, Charles Melville (Clara Jennings Gregg),female,52,1,1,12749,93.5,B69,S,,,,
822,1,3,Mr,Lulic, Nikola,male,27,0,0,315098,8.6625,,S,,,,
823,0,1,Mr,Reuchlin, John George,male,38,0,0,19972,0,,S,,,,
824,1,3,Mrs,Moor, (Beila),female,27,0,1,392096,12.475,E121,S,,,,
825,0,3,Mr,Panula, Urho Abraham,male,2,4,1,3101295,39.6875,,S,,,,
826,0,3,Mr,Flynn, John,male,30,0,0,368323,6.95,,Q,,,,
827,0,3,Mr,Lam, Len,male,30,0,0,1601,56.4958,,S,,,,
828,1,2,Mr,Mallet, Andre,male,1,0,2,S.C./PARIS 2079,37.0042,,C,,,,
829,1,3,Mr,McCormack, Thomas Joseph,male,30,0,0,367228,7.75,,Q,,,,
830,1,1,Mrs,Stone, George Nelson (Martha Evelyn),female,62,0,0,113572,80,B28,,,,,
831,1,3,Mrs,Yasbeck, Antoni (Selini Alexander),female,15,1,0,2659,14.4542,,C,,,,
832,1,2,Mr,Richards, George Sibley,male,0.83,1,1,29106,18.75,,S,,,,
833,0,3,Mr,Saad, Amin,male,30,0,0,2671,7.2292,,C,,,,
834,0,3,Mr,Augustsson, Albert,male,23,0,0,347468,7.8542,,S,,,,
835,0,3,Mr,Allum, Owen George,male,18,0,0,2223,8.3,,S,,,,
836,1,1,Miss,Compton, Sara Rebecca,female,39,1,1,PC 17756,83.1583,E49,C,,,,
837,0,3,Mr,Pasic, Jakob,male,21,0,0,315097,8.6625,,S,,,,
838,0,3,Mr,Sirota, Maurice,male,30,0,0,392092,8.05,,S,,,,
839,1,3,Mr,Chip, Chang,male,32,0,0,1601,56.4958,,S,,,,
840,1,1,Mr,Marechal, Pierre,male,30,0,0,11774,29.7,C47,C,,,,
841,0,3,Mr,Alhomaki, Ilmari Rudolf,male,20,0,0,SOTON/O2 3101287,7.925,,S,,,,
842,0,2,Mr,Mudd, Thomas Charles,male,16,0,0,S.O./P.P. 3,10.5,,S,,,,
843,1,1,Miss,Serepeca, Augusta,female,30,0,0,113798,31,,C,,,,
844,0,3,Mr,Lemberopolous, Peter L,male,34.5,0,0,2683,6.4375,,C,,,,
845,0,3,Mr,Culumovic, Jeso,male,17,0,0,315090,8.6625,,S,,,,
846,0,3,Mr,Abbing, Anthony,male,42,0,0,C.A. 5547,7.55,,S,,,,
847,0,3,Mr,Sage, Douglas Bullen,male,30,8,2,CA. 2343,69.55,,S,,,,
848,0,3,Mr,Markoff, Marin,male,35,0,0,349213,7.8958,,C,,,,
849,0,2,Mr,Harper, John,male,28,0,1,248727,33,,S,,,,
850,1,1,Mrs,Goldenberg, Samuel L (Edwiga Grabowska),female,30,1,0,17453,89.1042,C92,C,,,,
851,0,3,Mr,Andersson, Sigvard Harald Elias,male,4,4,2,347082,31.275,,S,,,,
852,0,3,Mr,Svensson, Johan,male,74,0,0,347060,7.775,,S,,,,
853,0,3,Miss,Boulos, Nourelain,female,9,1,1,2678,15.2458,,C,,,,
854,1,1,Miss,Lines, Mary Conover,female,16,0,1,PC 17592,39.4,D28,S,,,,
855,0,2,Mrs,Carter, Ernest Courtenay (Lilian Hughes),female,44,1,0,244252,26,,S,,,,
856,1,3,Mrs,Aks, Sam (Leah Rosen),female,18,0,1,392091,9.35,,S,,,,
857,1,1,Mrs,Wick, George Dennick (Mary Hitchcock),female,45,1,1,36928,164.8667,,S,,,,
858,1,1,Mr,Daly, Peter Denis ,male,51,0,0,113055,26.55,E17,S,,,,
859,1,3,Mrs,Baclini, Solomon (Latifa Qurban),female,24,0,3,2666,19.2583,,C,,,,
860,0,3,Mr,Razi, Raihed,male,30,0,0,2629,7.2292,,C,,,,
861,0,3,Mr,Hansen, Claus Peter,male,41,2,0,350026,14.1083,,S,,,,
862,0,2,Mr,Giles, Frederick Edward,male,21,1,0,28134,11.5,,S,,,,
863,1,1,Mrs,Swift, Frederick Joel (Margaret Welles Barron),female,48,0,0,17466,25.9292,D17,S,,,,
864,0,3,Miss,Sage," Dorothy Edith ""Dolly""",female,30,8,2,CA. 2343,69.55,,S,,,,
865,0,2,Mr,Gill, John William,male,24,0,0,233866,13,,S,,,,
866,1,2,Mrs,Bystrom, (Karolina),female,42,0,0,236852,13,,S,,,,
867,1,2,Miss,Duran y More, Asuncion,female,27,1,0,SC/PARIS 2149,13.8583,,C,,,,
868,0,1,Mr,Roebling, Washington Augustus II,male,31,0,0,PC 17590,50.4958,A24,S,,,,
869,0,3,Mr,van Melkebeke, Philemon,male,30,0,0,345777,9.5,,S,,,,
870,1,3,Mr,Johnson, Harold Theodor,male,4,1,1,347742,11.1333,,S,,,,
871,0,3,Mr,Balkic, Cerin,male,26,0,0,349248,7.8958,,S,,,,
872,1,1,Mrs,Beckwith, Richard Leonard (Sallie Monypeny),female,47,1,1,11751,52.5542,D35,S,,,,
873,0,1,Mr,Carlsson, Frans Olof,male,33,0,0,695,5,B51 B53 B55,S,,,,
874,0,3,Mr,Vander Cruyssen, Victor,male,47,0,0,345765,9,,S,,,,
